id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
6288,"Fried Filet of Sole with Bacon, Potatoes Lyonnaise",,3,3,1900,1900,0.0,0.0
6289,"Artichokes, Vinaigrette",,9,9,1900,1921,0.4,0.6
6290,"Fresh Beef, Horseradish Sauce",,5,5,1900,1901,0.25,0.25
6291,"COTELETTES OF CHICKEN, POJARSKI",,2,2,1900,1900,0.8,0.8
6292,"Saddle of Mutton, Bouquetiere",,1,1,1907,1907,0.4,0.75
6293,Tomate de serre,,36,36,1896,1919,0.0,0.75
6294,"BUCKWHEAT CAKES, MAPLE SYRUP",,17,17,1899,1910,0.0,0.0
6296,"Small Sirloin, Saute Borderlaise",,1,1,1900,1900,0.2,0.2
6299,Quail en Casserole a la Conti,,1,1,1907,1907,0.75,1.5
6300,"OYSTER PLANT, POULETTE",,15,15,1900,1933,0.2,0.6
6301,Radis,,385,387,1882,1937,0.0,10.0
6302,"Macaroni, Neapolitaine",,4,4,1900,1900,0.1,0.1
6303,Dutch,,40,56,1899,1963,0.2,0.25
6304,Chicken Pot Pie with Dumpling,,1,1,1907,1907,0.0,0.0
6305,"Mutton Chops, Plain, or with Tomato Sauce",,1,1,1901,1901,,
6306,Fromage,,267,271,1880,1987,0.0,40.0
6307,"Peach Fritters, Glace",,4,4,1891,1900,0.1,0.1
6308,Anchois,,23,24,1884,1962,0.0,40.0
6309,Deerfoot Farm Sausage,,16,16,1898,1955,0.25,0.75
6310,"Lamb Kidney en Brochette, Diable",,2,2,1907,1907,0.35,0.5
6311,Suckling Pig with Apples,,2,2,1900,1900,0.0,0.0
6313,"Consomme, Vermicelli",,49,50,1882,1939,0.05,35.0
6315,Bar Le Duc Jelly and Cream Cheese,,2,2,1907,1907,0.5,0.5
6316,SALADE DE SAISON,,148,149,1888,2012,0.0,0.0
6317,Grilled Bones,,6,6,1900,1905,0.35,0.4
6318,Supreme of Sweetbreads a l'Ambassadrice,,2,2,1900,1900,0.0,0.0
6321,"Roast Spring Lamb, Mint Sauce",,99,101,1859,1938,0.0,2.0
6322,Breast of Chicken a la Meissonier,,2,2,1900,1900,0.0,0.0
6324,Braised Beef a'la Mode,,2,2,1900,1900,0.0,0.0
6325,"Filet Mignon, Bordelaise",,11,11,1901,1910,0.65,1.0
6326,HARLEQUIN ICE CREAM,,27,27,1887,1914,0.1,0.35
6328,Asperges primeurs,,5,5,1906,1907,0.9,1.75
6329,"Mousse of Quail, Mozart",,2,2,1900,1900,0.0,0.0
6330,"Ragout of Mutton, Parisian Style",,2,2,1900,1900,0.0,0.0
6332,Farina Pudding,,58,62,1866,1954,0.05,0.4
6333,Frankfurter Sausage with Hot Slaw,,3,3,1900,1900,0.0,0.0
6334,Petits pois,,129,130,1864,1972,0.0,1.0
6335,Assorted Pies,,91,97,1880,1987,0.05,5.0
6336,Canadian Club,,231,234,1895,1999,0.0,175.0
6337,Choux de Bruxelles au beurre,,7,7,1906,1938,0.0,0.0
6338,Kale,,18,18,1899,1967,0.1,0.35
6339,Bremen,,3,3,1901,1969,0.0,0.0
6340,Chicken a la Seymour,,2,2,1907,1907,2.0,2.0
6341,"Beefsteak, a la Tartare",,2,2,1900,1900,0.0,0.0
6342,Corn Starch Pudding,,9,9,1864,1900,0.1,0.1
6343,Salsifis au gratin,,12,12,1905,1906,0.3,50.0
6345,"Sirloin Steak, Grand-mere",,2,2,1907,1907,1.5,1.5
6348,Bonbons en Surprise,,6,6,1899,1900,0.0,0.0
6349,Haricots de soissons aux tomates,,1,1,1906,1906,0.0,0.0
6350,Cup Clam Broth,,119,127,1899,2928,0.1,15.0
6351,Squab a la Madison,,2,2,1907,1907,1.0,1.0
6353,Croustade of Rice,,2,2,1900,1900,0.0,0.0
6354,Plombiere Noisette,,2,2,1900,1900,0.0,0.0
6355,"Canvasback Duck, Fried Samp",,3,3,1899,1900,0.0,0.0
6356,Long Island Buck,,4,4,1900,1901,0.3,0.7
6357,Patates Mexicaine,,1,1,1906,1906,0.5,0.5
6358,Lorette,,9,10,1900,1958,0.25,1.25
6359,Charlotte Neapolitan,,2,2,1900,1900,0.0,0.0
6360,Artichokes a la Hollandaise,,4,4,1899,1900,0.0,0.0
6361,Sweetbread a la Monarch,,2,2,1907,1907,1.5,1.5
6364,Broiled Reed Birds on Toast,,2,2,1900,1900,0.0,0.0
6365,Frozen Stuffed Fruit,,2,2,1900,1900,0.0,0.0
6366,Asperges epluchees,,9,9,1905,1907,0.0,0.0
6367,Poached Eggs on Anchovie Toast,,1,1,1900,1900,0.3,0.3
6368,"Partridge, Bread Sauce",,3,3,1900,1900,0.0,0.0
6369,"Turkey Stuffed with Chestnuts, Cranberry Sauce",,6,6,1895,1901,0.0,0.0
6370,Corned Beef Hash with Poached Egg,,103,109,1894,1962,0.15,30.0
6371,"Roast Duckling, apple sauce",,34,35,1900,1981,0.75,0.9
6372,Aspic of Lobster,,3,3,1900,1915,0.75,0.75
6373,Cold Cup Consomme,,6,6,1900,1900,0.1,0.1
6374,Boiled Rice and Milk',,1,1,1900,1900,0.0,0.0
6375,American Punch,,3,3,1898,1900,0.0,0.0
6377,Boned Capon au Pistache,,5,5,1899,1901,0.35,0.75
6378,"Roast Lamb, mint jelly",,6,6,1907,1981,0.5,1.75
6379,"Sweet Potatoes, Georgia Style",,20,20,1899,1921,,
6382,Potatoes Mashed,,61,61,1854,1937,0.0,15.0
6383,"one meat dish,",,1,1,1900,1900,0.0,0.0
6384,Choux-fleurs,,16,16,1896,1920,0.0,0.75
6385,"English Plum Pudding, Hard Sauce",,19,19,1898,1937,0.0,0.4
6386,"Sirloin, Yorkshire pudding",,1,1,1907,1907,0.65,0.65
6387,Broiled Squab on Toast,,68,70,1894,1916,0.5,0.9
6388,Potatoes Grilled Sweet,,1,1,1907,1907,0.2,0.2
6389,Macaroons Souffle,,2,2,1900,1900,0.0,0.0
6390,"two vegetables,",,1,1,1900,1900,0.0,0.0
6391,Sultan a la Creme,,2,2,1900,1900,0.0,0.0
6392,Pommes de terre des Bermudes,,6,6,1906,1907,0.0,0.0
6393,Kidney Beans,,32,32,1887,1917,0.15,0.3
6394,"dessert,",,1,1,1900,1900,0.0,0.0
6396,Savoy,,1,1,1900,1900,,
6397,"tea,",,5,5,1894,1901,,
6398,Tartelletes Framboise,,2,2,1900,1900,0.0,0.0
6399,Butter Beans,,51,52,1881,1964,0.15,0.25
6400,coffee or milk,,1,1,1900,1900,,
6401,Sliced Oranges and Cream,,12,12,1900,1914,0.15,0.35
6402,Fraises fraiches Melba,,2,2,1906,1907,1.0,1.0
6403,Pumpkin Pie,,553,576,1865,1980,0.05,25.0
6404,Roast Chicken Giblet Sauce,,1,1,1907,1907,0.75,1.5
6405,Onions en Cream,,1,1,1907,1907,0.25,0.25
6407,"Tripe, fresh broiled",,9,9,1901,1901,0.0,0.0
6408,Pouding aux pommes,,1,1,1906,1906,0.3,0.5
6409,Fried Sweet,,2,2,1900,1900,0.25,0.25
6410,Gateau Marquis,,3,3,1906,1912,0.25,0.5
6411,"Asparagus, Cream Sauce",,16,16,1896,1921,0.15,0.3
6412,"Veal Cutlet, plain or breaded",,20,20,1899,1948,0.0,0.0
6413,"Two Eggs, Boiled, Fried or",,1,1,1900,1900,0.0,0.0
6414,Croutes Marechal,,1,1,1906,1906,0.35,0.6
6416,Savoy Thanksgiving Cake,,2,2,1900,1900,0.0,0.0
6417,"Veal Cutlet breaded, with Tomato Sauce",,3,3,1901,1901,0.0,0.0
6418,"or COUNTRY SAUSAGE, with",,1,1,1900,1900,0.0,0.0
6419,Tourte de patates,,3,3,1906,1906,0.25,0.25
6420,Mixed Fancy Cake,,3,3,1880,1900,,
6421,two,,4,4,1900,1913,0.3,0.3
6422,English Partridge,,10,12,1892,1921,0.75,2.0
6423,"Rolls and one cup of Coffee, 10 cents",,1,1,1900,1900,0.0,0.0
6424,Eclairs Praline,,2,2,1900,1900,0.0,0.0
6425,"Chicken, Spring, broiled (half)",,7,7,1901,1901,0.0,0.0
6427,Emince of Chicken with Green peppers & poached egg,,3,3,1900,1900,0.0,0.0
6428,Semoule Victoria,,2,2,1905,1906,0.3,0.5
6429,English Plover,,3,3,1892,1907,0.0,0.0
6431,"Chicken, Spring, fried (half)",,5,5,1901,1901,0.0,0.0
6432,Tarte au citron,,3,3,1906,1995,0.0,0.25
6434,Venison,,154,168,1895,1933,0.65,150.0
6435,Consomme Printaniere,,71,79,1891,1963,0.0,50.0
6436,Omelette en Confiture,,2,2,1900,1900,0.0,0.0
6437,Bombe Romaine,,5,5,1897,1906,0.4,4.0
6438,Consomme with Vegetables,,14,18,1900,1947,0.05,0.45
6439,"Salmi of Partridge, a la Cavaliere",,3,3,1900,1900,0.6,0.6
6440,"Ham or Bacon, broiled",,3,3,1901,1901,0.0,0.0
6441,"Baked Codfish, Portugaise",,1,1,1900,1900,0.0,0.0
6442,Ox Joint with Barley,,1,1,1901,1901,0.0,0.0
6443,Guinea Chicken,,67,68,1905,1937,1.0,200.0
6444,Codfish Cakes in Cream,,3,3,1900,1900,0.3,0.3
6445,Parfait au moka,,3,3,1906,1910,0.0,0.0
6446,Fish Chowder,,53,56,1851,1998,0.2,4.95
6447,Beef Steak and Kidney Pie,,2,2,1900,1900,0.0,0.0
6449,"Boiled Mutton, Caper Sauce",,30,30,1852,1910,0.15,0.4
6450,Sorbet Cardinal,,27,27,1891,1918,0.25,0.4
6452,"Spring Lamb Stew, Family Style",,5,5,1900,1900,0.0,0.0
6453,"Deviled Crabs, each",,5,5,1900,1916,0.2,0.4
6454,"Fillet of Beef Saute, Family Style",,1,1,1900,1900,0.0,0.0
6456,Fricassee of Honey Comb Tripe,,1,1,1900,1900,0.0,0.0
6457,Corned Beef Hash on Toast,,5,5,1900,1900,0.0,0.0
6458,Sorbet au Curacao,,9,9,1905,1916,0.3,0.4
6459,"Ragout of Veal with Fresh tomatoes, Creole",,3,3,1900,1900,0.3,50.0
6460,Glace des fraises fraiches,,4,4,1906,1907,0.5,0.5
6461,Scrambled Eggs on Toast,,47,47,1900,1968,0.0,20.0
6462,Stewed White Turnips,,10,10,1900,1954,0.0,0.0
6463,Fraises primeurs,,63,63,1906,1907,1.0,100.0
6464,Julienne Soup,,145,146,1865,1938,0.1,0.45
6465,Cabinet Pudding,,123,133,1854,1957,0.05,30.0
6466,Hot Slaw,,22,24,1892,1943,0.15,0.15
6468,Pickled Oysters,,143,143,1858,1910,0.2,0.6
6469,Ham or Bacon and Eggs broiled or fried,,1,1,1901,1901,0.0,0.0
6470,Poires,,118,120,1884,1959,0.0,50.0
6471,Stewed Peaches,,72,77,1,1972,0.0,0.65
6472,Scotch Broth,,78,80,1889,1964,0.0,25.0
6473,Poncire,,94,105,1905,1917,0.35,75.0
6474,Fresh Lobster,,20,20,1896,1910,0.4,0.4
6475,"Roast Loin of Veal, with Dressing",,2,2,1900,1900,0.0,0.0
6477,"Mutton Chops Breaded, with Tomato Sauce",,6,6,1901,1901,0.0,0.0
6478,"Lobster Croquettes, Cream Sauce",,4,4,1900,1921,0.4,0.75
6479,Roast Beef..,,1,1,1900,1900,0.0,0.0
6480,"Ribs of Beef, au jus",,19,19,1898,1901,0.4,60.0
6481,Raisins de Malaga,,18,18,1900,1917,0.3,0.5
6482,Boneless Sardines,,51,51,1893,1958,0.25,0.6
6483,Raisins de serre,,26,26,1905,1907,0.5,1.5
6486,Pommes,,76,77,1881,1965,0.0,20.0
6487,"Stuffed Lobster, each",,2,2,1900,1905,0.3,0.3
6489,"New Potatoes, in Cream",,18,18,1890,1905,0.1,0.25
6490,Mumm's Extra Dry,,174,177,1888,1964,1.0,16.0
6491,"Lobster, a l'americaine",,2,2,1900,1900,0.0,0.0
6492,"Broiled Shad, a la Colbert",,4,4,1900,1900,0.3,0.6
6493,Demi tasse special,,58,63,1906,1907,0.25,25.0
6494,Cafe Turc,,161,163,1894,1954,0.0,20.0
6495,Lobsters: -- Plain,,1,1,1900,1900,0.3,0.5
6496,"Steak, Sirloin with Onions",,2,2,1901,1901,0.0,0.0
6497,Stewed Tripe with Cream,,1,1,1900,1900,0.35,0.35
6498,"English, Graham and Oatmeal Wafers",,2,2,1900,1900,0.15,0.15
6500,"Cold salmon, Remoulade",,6,6,1900,1917,0.8,0.8
6501,Preserved Fruits,,90,91,1884,1955,0.0,40.0
6502,Golden Gate Fruits,,34,34,1894,1901,0.0,0.0
6503,"Steak, Sirlion with Tomato Sauce",,1,1,1901,1901,0.0,0.0
6504,Moet & Chandon White Seal,,119,122,1891,1953,1.4,5.0
6505,"Steak, Sirloin with Mushrooms",,3,3,1900,1901,0.0,0.85
6506,"Blue Points, half dozen",,12,12,1900,1940,0.15,0.3
6508,"Rockaways, half dozen",,12,12,1900,1901,0.2,0.3
6509,Cold turkey,,175,175,1881,1972,0.0,3.95
6510,Assorted sandwiches,,23,23,1884,1918,0.1,0.3
6511,Broiled Tripe,,56,56,1859,1907,0.2,0.5
6512,Cold roast beef,,666,668,1851,1985,0.0,75.0
6513,"Oyster Stew, N.Y.C",,1,1,1900,1900,0.25,0.25
6514,Split peas aux croutons,,4,4,1900,1900,0.2,30.0
6515,"Dry Monopole, Red Top",,14,14,1897,1918,1.75,6.5
6516,Clam Broth in a cup,,3,3,1900,1906,0.15,3.0
6517,"Eggs, en Suprise",,1,1,1900,1900,0.5,0.5
6518,Plain chicken broth in cup,,11,11,1900,1900,0.0,0.0
6519,"Sago Pudding, Wine sauce ",,10,10,1892,1900,0.15,20.0
6520,"Two Eggs boiled, fried or scrambled, or Country Sausage, with two Rolls and one cup of Coffee",,3,3,1900,1900,0.0,0.0
6521,"Cold Boiled Lobster, half",,3,3,1900,1900,0.3,0.35
6522,Plain pickles,,26,26,1882,1901,0.1,15.0
6523,Whole tomatoes en surprise,,10,10,1900,1900,0.5,0.5
6524,Calves Liver and Bacon,,39,41,1894,1972,0.0,25.0
6525,Apple or Pine-apple Pie,,2,2,1900,1900,0.15,0.15
6526,Oyster Sandwich,,110,129,1900,1972,0.05,5.0
6527,Spring Lamb Chops [3],,3,3,1900,1900,0.25,0.25
6528,Hamberger Steak,,6,7,1900,1949,0.25,2.3
6529,"Broiled Bluefish, sauce Genoise",,1,1,1900,1900,0.0,0.0
6530,"Finnan Haddie, Delmonico",,9,9,1900,1955,0.35,2.0
6531,Extra Eggs,,3,3,1900,1900,0.05,0.05
6532,Cold Boiled Ham and Potato Salad,,35,39,1900,1917,0.2,25.0
6536,Consomme Chiffonade,,14,14,1899,1981,0.1,35.0
6537,Veal Cutlet,,119,122,1889,1962,0.15,35.0
6538,Cabinet Pudding au Saybayon,,1,1,1900,1900,0.0,0.0
6539,Baked Apple and Cream or Apple Sauce,,1,1,1900,1900,0.0,0.0
6540,"Domestic Frankfurter, potato salad, sauer kraut",,3,3,1900,1900,0.25,25.0
6541,Mashed or boiled potatoes,,9,9,1900,1940,0.1,0.15
6542,"Ham, or Bacon & Eggs",,2,2,1900,1900,0.25,0.25
6544,"Imported Frankfurter, potato salad, sauer kraut",,3,3,1900,1900,0.35,35.0
6545,Sugar Cured Ham and Spinach,,1,1,1900,1900,0.3,0.3
6546,Lyonaise,,5,5,1900,1900,0.1,0.1
6547,Fried Ham Sandwich,,113,114,1900,1965,0.1,0.95
6548,Sliced Peaches and Cream,,51,51,1892,1940,0.1,15.0
6549,Two Eggs Boiled,,12,12,1900,1953,0.1,0.4
6550,"Mince Pie, Hot or Cold",,11,12,1900,1935,0.05,0.2
6551,Fried or Scrambled,,2,2,1900,1900,0.1,0.1
6552,"Veal Cutlet, Tomato Sauce",,48,49,1892,1940,0.25,1.5
6553,Old Fashioned Boiled Dinner,,1,1,1900,1900,0.0,0.0
6555,"Live Lobster, Broiled or Boiled",,2,2,1900,1900,0.25,0.25
6556,Hash Browned,,8,8,1894,1918,0.1,10.0
6558,"Lettuce, with Egg",,9,9,1899,1906,0.1,0.2
6559,Fricassee of Chicken a la Parisienne,,1,1,1900,1900,0.0,0.0
6562,"Irish Lamb Stew, Dublin Style",,11,12,1900,1939,0.15,7.95
6563,Stewed Little Neck clams,,13,15,1887,1914,0.25,0.4
6565,Hot Mince or Apple Pies,,1,1,1900,1900,5.0,5.0
6567,Puddings,,22,22,1900,1969,0.0,0.35
6568,Stewed Beef a la Dufour,,3,3,1900,1900,0.2,0.2
6572,Compote of Ox-joint with Macaroni,,3,3,1900,1900,0.0,0.0
6573,Panned oysters on toast,,5,5,1900,1941,0.4,0.65
6575,"Roast Beef Croquettes, Green Peas",,3,3,1900,1900,0.0,0.0
6578,"Fricassee of Turkey Wings, Poulette",,3,3,1900,1900,0.2,0.2
6579,Dr. Brown's Celery Tonic,,43,44,1900,1944,0.0,0.25
6580,Bone Sirloin Steak,,87,89,1900,1939,0.25,2.0
6582,Broiled oysters,,143,146,1887,1963,0.25,2.55
6583,Unfermented Grape Juice,,9,9,1901,1913,0.05,0.5
6584,"Short Ribs of Beef, Browned Sweet Potatoes",,3,3,1900,1900,0.0,0.0
6586,Syphon,,14,14,1891,1906,0.0,0.5
6587,Boiled Star Bacon with Cabbage,,3,3,1900,1900,0.2,0.2
6589,Veal Chops Sautees with fine herbs,,1,1,1900,1900,0.35,0.35
6590,"Frankfurters, Sauerkraut or Potato Salad",,2,3,1900,1914,0.15,0.15
6591,Angels on horse-back,,5,5,1900,1900,0.25,0.4
6593,Sweetbreads a la Matignon,,1,1,1900,1900,0.0,0.0
6594,Iced Chocolate,,13,15,1906,1958,0.05,15.0
6595,Potted Beef and Spaghetti,,8,11,1900,1914,0.15,0.2
6597,Sauced Mackerel,,8,8,1900,1910,0.0,0.0
6598,"Sherbet, a l'Americaine",,4,4,1900,1900,0.2,0.2
6599,"Stuffed lobster, Bresilienne",,2,2,1900,1900,0.0,0.0
6600,Potage Parmentier,,22,26,1894,1955,0.0,0.5
6601,Minced Fillet of Beef a la Richmond,,1,1,1900,1900,0.3,0.3
6602,"Broiled Bluefish, lobster butter",,2,2,1900,1900,0.4,0.4
6603,Cold Fruit Tapioca with Cream,,6,6,1900,1900,0.0,0.0
6604,"Stewed Breast of Lamb, new white turnips",,1,1,1900,1900,0.3,0.3
6605,Fried Scallops & Bacon,,8,8,1900,1900,0.2,0.2
6606,Cold Roast Beef.,,2,2,1881,1900,0.15,0.15
6607,Leland's stewed diamond-back terrapin,,2,2,1900,1900,0.0,0.0
6608,Delicious Coffee with Cream,,3,3,1900,1900,0.05,0.05
6609,Glass Pure Milk,,3,3,1900,1900,0.05,0.05
6610,Glass Half Milk and Half Cream,,3,3,1900,1900,0.0,0.0
6613,Glass Pure Cream,,11,11,1900,1957,0.15,0.6
6614,Corn Starch with jelly,,2,2,1900,1900,0.0,0.0
6615,"Green, Black or Mixed Tea, per Pot",,2,2,1900,1900,0.0,0.0
6616,Macaroni Milanaise,,17,17,1892,1963,0.0,0.0
6617,Royal Dutch Cocoa,,3,3,1900,1900,0.0,0.0
6618,"Apple Tapioca, Fruit Sauce",,3,3,1900,1900,0.05,0.05
6619,Fried Calf's Brain au beure noir,,1,1,1900,1900,0.0,0.0
6620,Plain Rice Pudding,,30,30,1897,1924,0.15,0.35
6621,Croquettes of Rice with currants,,1,1,1900,1900,0.0,0.0
6622,Broiled Columbia River Salmon,,3,3,1900,1900,0.25,0.25
6623,Shredded Wheat with Milk or a Small Pitcher of Cream,,3,3,1900,1900,0.0,0.0
6624,Boiled Rice with Milk or a Small Pitcher of Cream,,2,2,1900,1900,0.1,0.1
6625,Cracked Wheat with Milk or a Small Pitcher of Cream,,3,3,1900,1900,0.1,0.1
6626,Oatmeal with Milk or a Small Pitcher of Cream,,2,2,1900,1900,0.1,0.1
6627,"Whole Live Lobster, Broiled or Boiled",,2,2,1900,1900,0.25,0.25
6628,Hominy with Milk or a Small Pitcher of Cream,,1,1,1900,1900,0.0,0.0
6629,Brown Bread with Milk or a Small Pitcher of Cream,,1,1,1900,1900,0.1,0.1
6631,Crackers with Milk or a Small Pitcher of Cream,,1,1,1900,1900,0.1,0.1
6632,Fried Soft Clams with Bacon,,11,11,1900,1918,0.2,0.7
6633,"Vanilla, Chocolate or Strawberry Ice Cream",,10,10,1900,1981,0.1,0.5
6634,Assorted Salads,,29,29,1900,1953,0.35,0.35
6635,Large Pitcher of Cream served with above orders,,2,2,1900,1900,0.2,0.2
6636,Pitcher of Half and Half served with above orders,,2,2,1900,1900,0.15,0.2
6637,"Bananas, each",,16,16,1900,1913,0.1,10.0
6638,Foam Cake,,3,3,1900,1900,0.05,0.05
6639,"Butter Ball Duck, fried hominy",,1,1,1900,1900,0.0,0.0
6640,"Apples, each",,18,18,1900,1913,0.05,0.5
6641,Loin of Veal with Dressing,,6,6,1896,1905,0.3,0.3
6642,Assorted Pastry,,123,125,1898,1987,0.0,0.6
6644,"Braised Pork Tenderloin, Sweet Potato Croquettes",,1,1,1900,1900,0.0,0.0
6645,"Tenderloin steak, small, large",,1,1,1901,1901,0.6,0.6
6646,Beef a la Mode,,91,94,1859,1944,0.15,1.75
6647,Graham Gems,,37,37,1897,1901,0.1,0.1
6648,Lamb Stew a la Parisienne,,5,5,1900,1906,0.35,0.6
6649,Vienna Crescents,,2,2,1900,1900,0.0,0.0
6650,Chicken Broth in Cups,,4,4,1899,1900,0.35,0.35
6651,Postum Cereal,,35,35,1900,1921,0.05,0.3
6652,"Roast Sirloin of Beef, Jardiniere",,2,2,1906,1906,0.0,0.0
6653,Chicken Pot Pie a l'Americaine,,2,2,1906,1906,0.0,0.0
6654,Wheatena,,82,89,1,1987,0.0,0.45
6655,Flaked Rice,,23,23,1899,1910,0.2,0.2
6656,"Filet of Sole, Marechale",,2,2,1906,1906,0.0,0.0
6657,"Queen Olives, 15c.",,1,1,1900,1900,0.0,0.0
6658,Tenderloin a la bordelaise or bearnaise,,1,1,1901,1901,1.25,1.25
6659,Gluten Bread,,30,31,1899,1919,0.05,10.0
6660,Whole Wheat Bread,,95,95,1899,1988,0.0,0.15
6662,"Pork Shops en Toupin, Charcutiere",,1,1,1906,1906,0.0,0.0
6663,Shredded Whole Wheat Biscuit,,29,29,1899,1943,0.1,0.25
6669,Porterhouse steak double,,14,14,1892,1920,1.75,6.5
6671,Family porterhouse,,30,30,1892,1917,1.5,3.25
6672,Oysters -- Stewed,,2,2,1900,1901,0.0,0.0
6673,Oysters -- Panned,,1,1,1900,1900,0.0,0.0
6674,Fried Rock,,3,3,1900,1900,0.0,0.0
6675,Tea Biscuits or French Bread Evenings with meat orders,,2,2,1900,1900,0.0,0.0
6677,Fresh String Beans,,187,198,1882,2012,0.0,75.0
6678,Extra Service,,7,7,1900,1900,0.1,25.0
6679,Peach Pudding,,9,9,1900,1916,0.15,0.4
6680,Hamburg steak plain,,4,4,1900,1901,0.4,0.6
6681,"Boiled Fresh Mackerel, sauce Venitienne",,2,2,1900,1900,0.0,0.0
6682,Wiener schnitzel breaded,,4,4,1900,1901,0.5,0.5
6683,CUT ORANGES,,4,4,1900,1900,0.0,0.0
6684,PRUNES,,197,202,1852,1972,0.0,100.0
6685,"Boiled Salmon Trout, Sauce Hollandaise",,3,3,1900,1907,0.0,0.0
6686,Fresh Cocoanut Pie,,2,2,1900,1900,0.1,0.1
6687,Fresh Mushrooms in Cream under glass,,1,1,1907,1907,0.0,0.0
6688,"Imported frankfurter sausages,sauerkraut or potato salad",,1,1,1901,1901,0.0,0.0
6689,Puree of white beans,,13,13,1900,1933,0.1,0.4
6690,Spring Chicken saute a la Creole,,2,2,1900,1900,0.5,0.5
6691,Consomme spaghetti,,15,15,1897,1907,0.1,0.4
6692,COLD MEATS--BEEF,,1,1,1900,1900,0.0,0.0
6693,Pin-money pickles,,83,83,1891,1940,0.1,0.25
6694,English pickles,,69,69,1882,1905,0.1,0.25
6695,Sweet pickled mangoes,,31,32,1896,1914,0.1,0.3
6696,Two boiled eggs,,72,74,1900,1961,0.1,25.0
6697,"Cocoanut Pudding, wine sauce",,4,4,1896,1900,0.0,0.0
6698,Indian meal mush with milk,,27,27,1900,1913,0.15,0.35
6699,Pear pie,,111,111,1890,1938,0.0,0.35
6700,"Eggs, fried, two or three",,1,1,1901,1901,0.0,0.0
6701,"Filet of sole, sauce tartare",,11,11,1900,1940,0.0,0.0
6702,"Blue Points, 1/2 shell",,20,20,1899,1900,0.15,15.0
6703,Oyster Stew to order,,22,22,1899,1900,0.2,20.0
6704,"Boiled short ribs of beef, horseradish sauce",,7,7,1900,1933,0.3,25.0
6705,Oyster Fry to order,,22,22,1899,1900,0.2,25.0
6706,Baltimore Broil on Toast,,23,23,1899,1913,0.3,30.0
6707,Chicken fricasse with fresh mushrooms,,1,1,1900,1900,0.0,0.0
6708,"Tripe saute, Creole",,4,4,1900,1906,0.4,0.6
6709,"Eggs, Spanish style",,13,13,1889,1917,0.25,0.5
6710,"Little Neck Clams, 1/2 shell",,21,21,1899,1900,0.0,0.0
6711,Pistache ice cream,,271,275,1882,1972,0.15,30.0
6712,"Eggs, au beurre noir",,25,25,1898,1917,0.25,0.5
6713,"Shoulder of lamb braise, Italienne",,2,2,1900,1900,0.4,0.6
6714,"Eggs, shirred",,143,146,1865,1943,0.15,30.0
6715,Entree.,,1,1,1900,1900,,
6716,"Clam Chowder, (Friday only)",,14,14,1899,1900,0.0,0.0
6717,Fried sweet potaoes,,1,1,1900,1900,0.25,0.25
6718,Corn or Apple Fritters,,10,10,1900,1900,0.1,0.1
6719,"Cod Fish Cakes, Tomato Sauce",,21,21,1899,1900,0.1,10.0
6720,"Eggs, scrabled plain",,1,1,1901,1901,0.0,0.0
6721,Cup of Coffee,,82,90,1892,1963,0.0,10.0
6722,Chicken Pattie,,31,31,1899,1917,0.15,15.0
6723,Oyster Pattie,,27,27,1899,1945,0.15,15.0
6724,Cup of Tea to Order,,1,1,1900,1900,0.05,0.05
6725,"Eggs, scrambled with ham or bacon",,4,4,1900,1901,0.35,0.35
6726,Fried eggplant,,49,52,1893,1980,0.05,50.0
6727,"Eggs, scrambled with tomatoes",,31,31,1889,1913,0.25,0.45
6728,Potatoes--Saratoga,,5,5,1900,1900,15.0,15.0
6729,"Eggs, poached, plain or on toast",,1,1,1901,1901,0.25,0.25
6730,Oolong and Gunpowder in pots,,5,5,1900,1900,0.0,0.0
6731,Baked Apple and Cream,,69,73,1899,1969,0.0,10.0
6732,"English Breakfast, in pots",,3,3,1900,1900,0.05,0.05
6733,Old Fashioned Crullers,,36,36,1899,1916,0.05,5.0
6734,Baked Apple Dumpling,,63,82,1889,1913,0.05,5.0
6735,"Cabinet Pudding, Wine Sauce",,47,47,1858,1917,0.05,5.0
6736,"Pure milk, per glass",,23,23,1899,1901,0.05,5.0
6738,"1/2 Cream, per glass",,18,18,1899,1900,0.1,10.0
6739,Cornstarch and Cream,,22,22,1899,1900,0.1,10.0
6740,"Pure Cream, per glass",,26,26,1899,1921,0.15,15.0
6742,Broma,,76,81,1858,1917,0.1,0.3
6743,"Small Steak, French Fried Potatoes",,25,25,1899,1947,0.2,20.0
6745,Omelette with tomatoes,,96,97,1881,1970,0.0,45.0
6746,Pies in Season,,60,61,1899,1970,0.05,5.0
6747,"Sirloin Steak, French Fried Potatoes",,24,25,1899,1962,0.35,35.0
6748,2 Scrambled Eggs,,39,39,1899,1954,0.0,15.0
6749,2 Boiled Eggs,,42,44,1899,1987,0.0,17.0
6750,Broiled Sugar Cured Ham,,24,24,1899,1955,0.2,20.0
6751,2 Fried or Poached,,5,5,1900,1900,0.15,0.15
6754,Boned turkey with jelly,,36,36,1888,1905,0.6,1.0
6755,Omelette with kidneys,,55,55,1881,1917,0.3,50.0
6756,Cold Corned Beef,,374,377,1854,1965,0.0,15.0
6758,2 Poached on Toast,,7,7,1900,1900,0.0,0.0
6760,"Corned Beef Hash, browned in pan",,34,34,1899,1907,0.1,15.0
